gameid,gametype,category,mechanic,playingtime,minplayers,maxplayers,minage,weight,title,year,num_voters,geek_rating,avg_rating
284760,familygames,Card Game;; Fantasy;; Movies / TV / Radio theme,Hand Management;; Take That;; Variable Player Powers,60,2,3,10,2.3488,Disney Villainous: Evil Comes Prepared,2019,3734,6.777,7.58
69789,strategygames,Card Game;; Fantasy,"Deck, Bag, and Pool Building;; Hand Management;; Open Drafting",30,1,4,13,2.1424,Ascension: Deckbuilding Game,2010,13085,6.776,7.03
304051,familygames,Animals,Dice Rolling;; Events;; Open Drafting;; Set Collection;; Solo / Solitaire Game;; Turn Order: Progressive;; Worker Placement with Dice Workers,45,1,5,8,2.329,Creature Comforts,2022,3666,6.776,7.55
283864,familygames,Exploration,Bingo;; Connections;; Line Drawing;; Network and Route Building;; Paper-and-Pencil;; Solo / Solitaire Game,15,1,8,8,1.2323,Trails of Tucana,2019,3916,6.774,7.41
173064,thematic;; strategygames,Math;; Science Fiction;; Space Exploration,Pick-up and Deliver;; Point to Point Movement;; Push Your Luck;; Resource to Move;; Simulation,180,1,5,15,3.7166,Leaving Earth,2015,2782,6.773,7.74
29603,wargames,Wargame;; World War II,Cooperative Game;; Hexagon Grid;; Secret Unit Deployment;; Simulation;; Solo / Solitaire Game,480,1,2,12,3.4673,D-Day at Omaha Beach,2009,1788,6.772,8.28
146278,abstracts;; strategygames,Abstract Strategy;; Card Game;; Fantasy;; Fighting,Area Majority / Influence;; Catch the Leader;; Grid Movement;; Hand Management;; Highest-Lowest Scoring;; Pattern Building;; Team-Based Game;; Tile Placement;; Variable Player Powers,60,2,4,13,2.8418,Tash-Kalar: Arena of Legends,2013,6891,6.772,7.16
160495,strategygames,Ancient,Area Majority / Influence;; Hand Management,120,2,4,12,3.8355,ZhanGuo,2014,3149,6.772,7.56
165401,strategygames,Economic;; Political,Action/Event;; Open Drafting;; Simulation;; Tug of War,150,2,2,12,3.734,Wir sind das Volk!,2014,2420,6.771,7.81
283863,strategygames,Dice;; Economic,Contracts;; Dice Rolling;; End Game Bonuses;; Grid Coverage;; Movement Points;; Open Drafting;; Set Collection;; Solo / Solitaire Game;; Square Grid;; Tile Placement;; Track Movement;; Turn Order: Stat-Based;; Variable Player Powers;; Worker Placement with Dice Workers,90,1,4,14,3.1474,The Magnificent,2019,3298,6.771,7.54
168584,familygames,Card Game;; Comic Book / Strip;; Deduction,Hand Management;; Player Elimination,20,2,4,10,1.1955,Love Letter: Batman,2015,5528,6.768,7.27
270970,strategygames;; familygames,Renaissance,Action Retrieval;; Contracts;; Set Collection;; Variable Set-up;; Worker Placement,45,2,4,8,2.1011,Century: A New World,2019,4548,6.768,7.35
155624,thematic;; strategygames,Deduction;; Fighting;; Miniatures;; Science Fiction;; Spies/Secret Agents,Dice Rolling;; Grid Movement;; Hidden Movement;; Movement Points;; Once-Per-Game Abilities;; Secret Unit Deployment;; Square Grid;; Team-Based Game;; Variable Player Powers,120,2,5,9,2.392,Specter Ops,2015,6279,6.768,7.19
218074,thematic,Murder/Mystery,Action Points;; Area Movement;; Cooperative Game;; Team-Based Game;; Traitor Game,150,1,5,14,2.2931,Detective: City of Angels,2019,2248,6.768,7.9
7717,strategygames;; familygames,City Building;; Medieval,Area Majority / Influence;; End Game Bonuses;; Tile Placement,30,2,2,8,1.9835,Carcassonne: The Castle,2003,8128,6.766,7.1
156336,strategygames;; familygames,Card Game;; Exploration;; Fantasy,Cooperative Game;; Hand Management;; Move Through Deck;; Open Drafting;; Set Collection;; Solo / Solitaire Game,15,1,2,10,1.583,Onirim (Second Edition),2014,9874,6.765,7.05
116998,strategygames,Card Game;; Fantasy,"Deck, Bag, and Pool Building;; Hand Management;; Open Drafting",45,1,5,12,2.7407,Thunderstone Advance: Towers of Ruin,2012,4715,6.765,7.34
256999,thematic,Fighting;; Miniatures;; Real-time;; Science Fiction,Cooperative Game;; Dice Rolling;; Elapsed Real Time Ending;; Grid Movement;; Line of Sight;; Real-Time;; Scenario / Mission / Campaign Game;; Variable Player Powers,60,1,6,14,2.3953,Project: ELITE,2020,2071,6.763,8.01
298383,strategygames,Fantasy;; Novel-based;; Renaissance,Action Drafting;; Income;; Set Collection;; Variable Player Powers;; Variable Set-up;; Worker Placement,120,1,4,14,3.9902,Golem,2021,2900,6.763,7.64
226320,familygames,Children's Game;; Exploration;; Fantasy,Area Majority / Influence;; Dice Rolling;; Force Commitment;; Grid Movement;; Pick-up and Deliver;; Solo / Solitaire Game;; Take That,60,1,6,8,2,My Little Scythe,2017,5355,6.762,7.27
162007,strategygames;; familygames,Dice;; Racing;; Science Fiction,Closed Drafting;; Dice Rolling;; Modular Board;; Race;; Resource to Move;; Simultaneous Action Selection;; Track Movement;; Variable Player Powers;; Worker Placement with Dice Workers,60,2,8,14,2.6157,Steampunk Rally,2015,6598,6.762,7.17
71721,thematic,Card Game;; Fighting;; Science Fiction,Action Queue;; Cooperative Game;; Dice Rolling;; Hand Management;; Move Through Deck;; Solo / Solitaire Game;; Variable Player Powers,60,1,6,13,2.4175,Space Hulk: Death Angel – The Card Game,2010,13141,6.761,7.0
232219,abstracts;; familygames,Abstract Strategy,End Game Bonuses;; Layering;; Open Drafting;; Pattern Building;; Pattern Recognition;; Tile Placement;; Variable Player Powers;; Variable Set-up,45,1,4,8,1.9706,Dragon Castle,2017,7332,6.761,7.13
167400,cgs,Card Game;; Fantasy;; Fighting,Closed Drafting;; Deck Construction;; Dice Rolling;; Die Icon Resolution;; Hand Management;; Interrupts;; Variable Player Powers,120,2,4,14,2.9034,Ashes Reborn: Rise of the Phoenixborn,2015,5851,6.761,7.29
214880,strategygames,Economic;; Educational;; Industry / Manufacturing,Commodity Speculation;; Ownership;; Stock Holding;; Tile Placement;; Variable Player Powers;; Worker Placement,180,2,4,14,4.0132,City of the Big Shoulders,2019,2473,6.761,7.79
183840,strategygames,Card Game;; Economic;; Medieval,Action Queue;; Contracts;; Hand Management;; Multi-Use Cards;; Push Your Luck;; Race;; Set Collection;; Turn Order: Progressive;; Variable Set-up,30,2,4,10,2.2996,Oh My Goods!,2015,12061,6.761,7.0
143741,partygames,American West;; Bluffing;; Deduction;; Dice;; Fighting;; Party Game,Dice Rolling;; Hidden Roles;; Player Elimination;; Push Your Luck;; Re-rolling and Locking;; Team-Based Game;; Variable Player Powers,15,3,8,8,1.2806,BANG! The Dice Game,2013,23327,6.76,6.91
181521,thematic,Adventure;; Card Game;; Exploration;; Fantasy;; Fighting,Action Retrieval;; Cooperative Game;; Dice Rolling;; Role Playing;; Solo / Solitaire Game;; Variable Player Powers,60,1,4,14,2.7368,Warhammer Quest: The Adventure Card Game,2015,5367,6.76,7.32
72321,strategygames,Economic;; Humor;; Movies / TV / Radio theme,End Game Bonuses;; Income;; Open Drafting;; Set Collection;; Solo / Solitaire Game;; Turn Order: Stat-Based,90,1,5,13,2.5882,The Networks,2016,6253,6.76,7.17
281442,strategygames,Dice,Action Points;; Dice Rolling;; End Game Bonuses;; Open Drafting;; Set Collection;; Variable Player Powers,120,1,4,14,4.1604,Trismegistus: The Ultimate Formula,2019,3233,6.759,7.6
301255,strategygames,Industry / Manufacturing,Tile Placement;; Variable Player Powers;; Worker Placement,90,2,4,14,2.9726,Whistle Mountain,2020,2819,6.758,7.64
15364,strategygames,Economic,Auction/Bidding;; Auction: Dutch;; Auction: Fixed Placement;; Network and Route Building;; Tile Placement,75,3,5,12,2.3555,Vegas Showdown,2005,6289,6.758,7.16
73761,thematic;; familygames,Exploration;; Sports,Hand Management;; Player Elimination;; Point to Point Movement;; Simultaneous Action Selection;; Solo / Solitaire Game,60,1,5,8,2.2539,K2,2010,10246,6.757,7.02
296237,strategygames,Science Fiction,"Deck, Bag, and Pool Building;; Solo / Solitaire Game",45,1,1,10,2.4021,Warp's Edge,2020,2531,6.757,7.77
242574,familygames,Nautical,Action Retrieval;; Contracts;; Grid Movement;; Modular Board;; Pick-up and Deliver;; Point to Point Movement;; Set Collection,45,2,4,8,2.0985,Century: Eastern Wonders,2018,7039,6.754,7.14
249381,strategygames,City Building;; Economic,Area Majority / Influence;; Auction/Bidding;; Auction: Once Around;; Closed Economy Auction;; Take That,60,2,5,10,2.322,The Estates,2018,3602,6.753,7.43
311988,thematic;; strategygames,City Building;; Economic;; Exploration;; Video Game Theme,"Cooperative Game;; Cube Tower;; Events;; Modular Board;; Scenario / Mission / Campaign Game;; Solo / Solitaire Game;; Worker Placement, Different Worker Types",150,1,4,16,4.3033,Frostpunk: The Board Game,2022,1859,6.753,8.34
9823,wargames,Wargame;; World War II,Dice Rolling;; Hexagon Grid;; Line of Sight,120,2,2,13,3.7678,Advanced Squad Leader: Starter Kit #1,2004,2601,6.753,7.85
204472,thematic,Adventure;; Exploration;; Horror;; Maze,Action Points;; Cooperative Game;; Dice Rolling;; Grid Movement;; Map Addition;; Modular Board;; Point to Point Movement;; Push Your Luck;; Tile Placement;; Variable Player Powers,60,1,6,10,2.1538,Sub Terra,2017,4688,6.753,7.38
3307,strategygames,Economic;; Pike and Shot;; Territory Building;; Wargame,Action Points;; Action Queue;; Area Majority / Influence;; Area Movement;; Cube Tower;; Simultaneous Action Selection;; Variable Phase Order,150,3,5,12,3.308,Wallenstein,2002,3602,6.753,7.46
273330,thematic,Adventure;; Exploration;; Fantasy;; Fighting;; Horror;; Miniatures;; Video Game Theme,"Campaign / Battle Card Driven;; Card Play Conflict Resolution;; Cooperative Game;; Deck, Bag, and Pool Building;; Hand Management;; Modular Board;; Narrative Choice / Paragraph;; Scenario / Mission / Campaign Game;; Storytelling;; Variable Player Powers",75,1,4,14,3.0183,Bloodborne: The Board Game,2021,2949,6.753,7.84
22345,strategygames,Dice;; Economic,Action Drafting;; Area Majority / Influence;; Dice Rolling,60,2,4,8,2.3697,Yspahan,2006,8039,6.751,7.07
241724,familygames,Card Game;; City Building;; Industry / Manufacturing;; Medieval,Open Drafting;; Set Collection;; Solo / Solitaire Game,60,1,5,10,2.1883,Villagers,2019,6714,6.75,7.18
483,strategygames,Bluffing;; Negotiation;; Political;; Post-Napoleonic;; Wargame,Area Majority / Influence;; Area Movement;; Negotiation;; Player Elimination;; Prisoner's Dilemma;; Simultaneous Action Selection,360,2,7,12,3.3393,Diplomacy,1959,12983,6.749,7.04
346965,abstracts,Abstract Strategy;; Puzzle;; Renaissance,End Game Bonuses;; Pattern Building;; Set Collection;; Tile Placement;; Turn Order: Claim Action,60,2,4,10,2.9853,Azul: Queen's Garden,2021,3386,6.747,7.53
55600,strategygames,Economic;; Industry / Manufacturing;; Nautical,Contracts;; End Game Bonuses;; Modular Board;; Open Drafting;; Rondel;; Set Collection;; Tile Placement,120,2,4,11,3.5034,Shipyard,2009,3983,6.747,7.36
20100,partygames,Bluffing;; Party Game;; Trivia,Betting and Bluffing;; Paper-and-Pencil,25,3,7,10,1.21,Wits & Wagers,2005,14795,6.746,6.93
143515,strategygames,Industry / Manufacturing;; Trains;; Transportation,Action Points;; Contracts;; Pick-up and Deliver;; Set Collection;; Tile Placement;; Worker Placement,75,2,4,10,2.5516,Coal Baron,2013,4707,6.746,7.29
256382,familygames,Card Game;; Fantasy;; Medieval;; Movies / TV / Radio theme;; Mythology;; Novel-based;; Pirates,Hand Management;; Take That;; Variable Player Powers,50,2,6,10,2.4584,Disney Villainous,2018,17771,6.746,6.99
168435,familygames,City Building;; Negotiation,Closed Drafting;; Highest-Lowest Scoring;; Neighbor Scope;; Set Collection;; Simultaneous Action Selection;; Solo / Solitaire Game;; Tile Placement,25,1,7,14,1.8128,Between Two Cities,2015,10815,6.745,6.99
31563,thematic,Adventure;; Exploration;; Fantasy;; Novel-based,Hand Management;; Point to Point Movement;; Team-Based Game;; Variable Player Powers,180,2,4,13,3.5472,Middle-Earth Quest,2009,4148,6.745,7.38
279613,thematic,Card Game;; Exploration;; Novel-based;; Puzzle;; Real-time,Cooperative Game;; Storytelling,90,1,6,10,2.0588,Unlock!: Timeless Adventures,2019,2268,6.744,7.8
280480,strategygames,Dice;; Economic,End Game Bonuses;; Income;; Loans;; Modular Board;; Set Collection;; Take That;; Turn Order: Auction;; Worker Placement with Dice Workers,150,2,5,14,3.7955,Crystal Palace,2019,3114,6.742,7.53
68425,strategygames,Card Game;; Civilization;; Science Fiction;; Space Exploration,"Deck, Bag, and Pool Building;; Delayed Purchase;; Follow;; Hand Management;; Income;; Layering;; Market;; Open Drafting;; Tags;; Variable Phase Order",45,2,4,10,2.5055,Eminent Domain,2011,10287,6.741,6.99
180593,strategygames,Card Game;; Economic;; Horror;; Post-Napoleonic,End Game Bonuses;; Hand Management;; Income;; Open Drafting;; Ownership;; Simulation;; Solo / Solitaire Game,60,1,4,14,2.3599,The Bloody Inn,2015,8626,6.741,7.06
328866,thematic,Horror,Events;; Hand Management;; Narrative Choice / Paragraph;; Worker Placement,180,2,4,14,3.1319,My Father's Work,2022,2172,6.74,7.96
255692,strategygames,Science Fiction;; Space Exploration,Action Drafting;; Follow;; Increase Value of Unchosen Resources;; Open Drafting;; Race;; Turn Order: Claim Action;; Variable Phase Order;; Variable Player Powers,75,2,5,14,2.9278,New Frontiers,2018,3469,6.74,7.44
300877,familygames,Abstract Strategy;; Animals;; Puzzle,Automatic Resource Growth;; Grid Coverage;; Modular Board;; Race;; Rondel;; Tile Placement,60,1,5,10,1.9565,New York Zoo,2020,6414,6.739,7.14
214887,strategygames,Economic;; Environmental;; Industry / Manufacturing,Area Majority / Influence;; Cooperative Game;; Open Drafting;; Semi-Cooperative Game;; Solo / Solitaire Game;; Tile Placement;; Worker Placement,120,1,4,12,4.0609,CO₂: Second Chance,2018,3141,6.739,7.56
173442,strategygames,Civilization;; Exploration;; Renaissance,"Area Majority / Influence;; Set Collection;; Variable Player Powers;; Worker Placement;; Worker Placement, Different Worker Types",150,2,6,10,3.3333,Empires: Age of Discovery,2015,2185,6.738,7.85
21882,strategygames;; familygames,City Building;; Fantasy,Area Majority / Influence;; Grid Movement;; Hand Management;; Modular Board;; Set Collection,50,2,4,14,2.2914,Blue Moon City,2006,8395,6.737,7.04
244228,abstracts;; familygames,Abstract Strategy;; Animals,Hand Management;; Layering;; Pattern Building,45,2,4,8,1.8148,Reef,2018,8985,6.737,7.03
349067,cgs,Adventure;; Card Game;; Collectible Components;; Fantasy;; Novel-based,Automatic Resource Growth;; Cooperative Game;; Deck Construction;; Events;; Hand Management;; Scenario / Mission / Campaign Game;; Solo / Solitaire Game;; Variable Player Powers;; Variable Set-up,90,1,4,14,3.4394,The Lord of the Rings: The Card Game – Revised Core Set,2022,1552,6.736,8.52
202670,familygames,Trains,Connections;; Hand Management;; Network and Route Building;; Open Drafting;; Set Collection,120,2,5,10,2.5181,Ticket to Ride: Rails & Sails,2016,4143,6.735,7.42
201825,strategygames,Card Game;; Fantasy,Hand Management;; Open Drafting;; Set Collection;; Solo / Solitaire Game;; Tile Placement;; Variable Player Powers;; Worker Placement,45,1,4,10,2.5522,Ex Libris,2017,6241,6.733,7.15
11825,wargames,Nautical;; Wargame;; World War II,Action Points;; Campaign / Battle Card Driven;; Dice Rolling;; Grid Movement;; Hexagon Grid;; Ratio / Combat Results Table;; Simulation,360,1,2,12,4.3454,Empire of the Sun,2005,1841,6.732,8.26
192457,strategygames,Fighting;; Miniatures;; Science Fiction;; Wargame,"Area Majority / Influence;; Area Movement;; Deck, Bag, and Pool Building;; Events;; Hand Management;; Multi-Use Cards;; Point to Point Movement;; Variable Player Powers;; Victory Points as a Resource",120,2,4,10,3.2879,Cry Havoc,2016,6684,6.732,7.14
220517,strategygames,Card Game;; Deduction;; Fantasy;; Math;; Number;; Print & Play,Communication Limits;; Cooperative Game;; Deduction;; Hand Management;; Pattern Building,30,2,5,12,2.1562,The Shipwreck Arcana,2017,3298,6.731,7.47
220520,strategygames,Economic;; Fantasy;; Farming,Tile Placement;; Worker Placement,40,1,2,10,2.5543,Caverna: Cave vs Cave,2017,6401,6.731,7.12
47185,cgs;; strategygames,Card Game;; Collectible Components;; Fantasy;; Fighting;; Mythology,Hand Management;; Variable Player Powers,45,2,2,13,2.7336,Warhammer: Invasion,2009,5954,6.731,7.23
200147,familygames,Animals;; Card Game,Hand Management;; Open Drafting;; Pattern Building;; Push Your Luck;; Set Collection;; Turn Order: Claim Action;; Worker Placement,45,2,4,10,2.0103,Kanagawa,2016,8558,6.731,7.05
218333,familygames,Action / Dexterity;; Animals;; Children's Game,Dice Rolling;; Single Loser Game;; Stacking and Balancing,20,2,4,5,1.1111,Rhino Hero: Super Battle,2017,4908,6.729,7.25
156943,strategygames,Age of Reason;; Card Game;; City Building;; Economic,Income;; Open Drafting;; Set Collection,60,2,5,13,2.661,Saint Petersburg (Second Edition),2014,3277,6.729,7.47
43528,strategygames,Economic;; Medieval;; Novel-based;; Religious,Hand Management;; Random Production,120,2,4,12,2.8152,World Without End,2009,4936,6.728,7.24
162286,strategygames,Science Fiction;; Video Game Theme,"Deck, Bag, and Pool Building;; Delayed Purchase;; Hand Management;; Set Collection;; Tile Placement;; Variable Player Powers",75,2,4,13,2.2812,Super Motherload,2015,3883,6.726,7.36
158435,strategygames,Abstract Strategy;; Fantasy;; Negotiation;; Renaissance;; Wargame,Area Majority / Influence;; Hand Management;; Tug of War;; Variable Player Powers;; Worker Placement,75,3,5,14,2.6574,Dogs of War,2014,3108,6.726,7.52
2163,thematic,Fighting;; Miniatures;; Science Fiction;; Wargame,Action Points;; Dice Rolling;; Grid Movement;; Modular Board,45,2,2,12,2.5,Space Hulk,1989,3812,6.726,7.48
41,familygames,Dice;; Racing,Dice Rolling;; Push Your Luck;; Race,30,2,4,9,1.1515,Can't Stop,1980,16819,6.725,6.89
169654,familygames,Dice;; Exploration;; Nautical;; Party Game,Pick-up and Deliver;; Push Your Luck;; Roll / Spin and Move,30,2,6,8,1.18,Deep Sea Adventure,2014,14816,6.724,6.92
2453,abstracts,Abstract Strategy;; Territory Building,Enclosure;; Grid Coverage;; Hand Management;; Tile Placement,20,2,4,7,1.7515,Blokus,2000,26070,6.723,6.86
179803,thematic,Adventure;; Fantasy;; Fighting;; Miniatures,Action Retrieval;; Dice Rolling;; Grid Movement;; Modular Board;; Scenario / Mission / Campaign Game;; Square Grid;; Variable Player Powers,120,2,4,13,2.44,Arcadia Quest: Inferno,2017,2283,6.723,7.9
586,wargames,Card Game;; Wargame;; World War II,Campaign / Battle Card Driven;; Hand Management;; Relative Movement;; Simulation;; Variable Player Powers,60,2,2,12,3.4126,Up Front,1983,2246,6.722,7.88
170416,thematic;; strategygames,Adventure;; Exploration;; Fantasy;; Print & Play,Action Points;; Dice Rolling;; Grid Movement;; Hand Management;; Modular Board;; Pieces as Map;; Role Playing;; Secret Unit Deployment;; Tile Placement;; Variable Player Powers,75,1,5,10,3.6385,Vast: The Crystal Caverns,2016,6728,6.72,7.13
244608,familygames,Action / Dexterity;; Fantasy,Cooperative Game;; Physical Removal;; Stacking and Balancing,60,1,4,8,1.6379,Menara,2018,3319,6.72,7.45
36235,abstracts,Abstract Strategy;; Medieval,Grid Movement;; Pattern Movement;; Square Grid;; Tile Placement,30,2,2,13,2.4806,The Duke,2013,4100,6.72,7.34
204516,wargames,Educational;; Medieval;; Miniatures;; Wargame,Area Majority / Influence;; Area Movement;; Campaign / Battle Card Driven;; Command Cards;; Dice Rolling;; Die Icon Resolution;; Events;; Simulation;; Sudden Death Ending;; Team-Based Game;; Turn Order: Random;; Variable Player Powers;; Variable Set-up,120,2,4,12,2.6053,878 Vikings: Invasions of England,2017,3224,6.72,7.51
40628,familygames,Economic;; Farming,Contracts;; Mancala;; Once-Per-Game Abilities;; Rondel;; Set Collection,45,2,4,10,2.0745,Finca,2009,7264,6.719,7.07
326494,thematic;; familygames,Medieval,Cooperative Game;; Scenario / Mission / Campaign Game;; Storytelling,60,2,4,10,1.8319,The Adventures of Robin Hood,2021,3003,6.719,7.57
256570,strategygames,Economic;; Medieval,Action Queue;; Contracts;; Events;; Hand Management;; Highest-Lowest Scoring;; Modular Board;; Rondel;; Solo / Solitaire Game;; Worker Placement,75,1,4,12,3.0641,Crown of Emara,2018,3481,6.719,7.42
284777,strategygames,Animals;; Card Game;; Fantasy;; Fighting;; Movies / TV / Radio theme,Action Points;; Card Play Conflict Resolution;; Hand Management;; Line of Sight;; Point to Point Movement;; Take That;; Variable Player Powers,40,2,2,14,1.9565,Unmatched: Jurassic Park – InGen vs Raptors,2020,1837,6.719,8.12
328479,familygames,Ancient;; Animals;; Card Game;; Environmental;; Fantasy;; Mythology;; Territory Building,"Deck, Bag, and Pool Building;; Push Your Luck;; Race;; Simultaneous Action Selection;; Tile Placement",40,1,4,10,2.2098,Living Forest,2021,4404,6.719,7.31
230244,strategygames,Science Fiction;; Space Exploration,Bias;; Dice Rolling;; Hand Management;; Map Addition;; Map Reduction;; Slide/Push;; Solo / Solitaire Game;; Tile Placement;; Variable Set-up;; Worker Placement with Dice Workers,120,1,4,12,3.8404,Black Angel,2019,4461,6.718,7.28
203417,thematic;; familygames,Deduction;; Puzzle;; Real-time,Cooperative Game,150,1,6,12,2.5526,Exit: The Game – The Secret Lab,2016,6704,6.716,7.07
137988,thematic,Horror;; Miniatures;; Zombies,Action Points;; Cooperative Game;; Dice Rolling;; Hand Management;; Modular Board;; Variable Player Powers,60,1,6,13,2.669,Zombicide Season 2: Prison Outbreak,2013,4650,6.716,7.36
251678,familygames,Dice;; Trains,Bingo;; Connections;; Dice Rolling;; Line Drawing;; Network and Route Building;; Paper-and-Pencil,30,1,6,8,1.4646,Railroad Ink: Blazing Red Edition,2018,6407,6.715,7.11
45,partygames;; familygames,Children's Game;; Movies / TV / Radio theme;; Party Game,Betting and Bluffing;; Dice Rolling;; Player Elimination,30,2,6,8,1.2587,Perudo,1800,14395,6.712,6.91
171273,familygames,Action / Dexterity;; Dice;; Real-time;; Science Fiction,Cooperative Game;; Dice Rolling;; Die Icon Resolution;; Elapsed Real Time Ending;; Open Drafting;; Pattern Building;; Real-Time;; Solo / Solitaire Game,10,1,5,10,1.6564,FUSE,2015,8380,6.711,7.02
306881,familygames,Dice;; Trains,Dice Rolling;; Line Drawing;; Network and Route Building;; Paper-and-Pencil;; Solo / Solitaire Game,30,1,4,8,2.1136,Railroad Ink Challenge: Lush Green Edition,2021,2421,6.71,7.69
237179,strategygames,Science Fiction,Action Points;; Set Collection;; Tile Placement;; Worker Placement,150,2,4,14,4.5746,Weather Machine,2022,2192,6.71,7.9
51,abstracts,Abstract Strategy;; Maze;; Puzzle;; Real-time,Grid Movement;; Modular Board;; Real-Time;; Square Grid;; Turn Order: Stat-Based;; Variable Set-up,30,1,99,10,2.387,Ricochet Robots,1999,8816,6.709,7.02
131287,strategygames,Economic;; Nautical;; Transportation,Area Majority / Influence;; Dice Rolling;; Moving Multiple Units;; Pick-up and Deliver;; Point to Point Movement;; Slide/Push;; Stock Holding;; Worker Placement,120,2,4,12,3.7388,Panamax,2014,3939,6.709,7.3
307305,familygames,Fighting;; Puzzle;; Real-time;; Science Fiction,Cooperative Game;; Pattern Building;; Push Your Luck;; Real-Time;; Solo / Solitaire Game;; Variable Player Powers,20,1,4,13,2.1129,Bullet♥︎,2021,2543,6.708,7.68
160499,familygames,Dice;; Fighting;; Movies / TV / Radio theme;; Science Fiction,Dice Rolling;; Die Icon Resolution;; King of the Hill;; Open Drafting;; Player Elimination;; Push Your Luck;; Re-rolling and Locking;; Tags;; Take That,40,2,6,10,1.8571,King of New York,2014,16007,6.708,6.9
198830,wargames;; strategygames,Exploration;; Fantasy;; Fighting;; Miniatures;; Wargame,Action Points;; Area Majority / Influence;; Card Play Conflict Resolution;; Follow;; Take That;; Variable Player Powers;; Worker Placement,180,1,4,14,3.3093,"Heroes of Land, Air & Sea",2018,2942,6.708,7.6
218121,strategygames;; familygames,Dice;; Medical,"Action Drafting;; Action Points;; Dice Rolling;; Hexagon Grid;; I Cut, You Choose;; Modular Board;; Solo / Solitaire Game;; Variable Phase Order",90,1,4,10,2.3231,Dice Hospital,2018,5746,6.706,7.14
26997,wargames;; strategygames,Modern Warfare;; Political;; Wargame,Area Majority / Influence;; Campaign / Battle Card Driven;; Dice Rolling;; Events;; Hand Management;; Simulation,150,2,2,12,3.2865,1989: Dawn of Freedom,2012,2250,6.705,7.78
91872,thematic,Adventure;; Exploration;; Fantasy;; Fighting;; Miniatures;; Novel-based,Cooperative Game;; Dice Rolling;; Grid Movement;; Modular Board;; Role Playing;; Solo / Solitaire Game;; Variable Player Powers,60,1,5,12,2.5878,Dungeons & Dragons: The Legend of Drizzt Board Game,2011,6227,6.704,7.22
110277,strategygames,Card Game;; City Building;; Science Fiction,Closed Drafting;; Open Drafting;; Simultaneous Action Selection;; Tile Placement;; Variable Player Powers,30,2,4,12,2.237,Among the Stars,2012,7111,6.704,7.04
276498,abstracts,Abstract Strategy;; Puzzle;; Territory Building,Action Drafting;; Area Majority / Influence;; Grid Coverage;; Layering;; Open Drafting;; Square Grid;; Tile Placement,30,2,2,8,2.0459,Paris: La Cité de la Lumière,2019,4066,6.704,7.33
252153,strategygames;; familygames,Environmental,Line of Sight;; Open Drafting;; Set Collection;; Solo / Solitaire Game;; Tile Placement;; Variable Player Powers,60,1,4,14,2.6055,Tang Garden,2019,3740,6.703,7.4
337765,strategygames,Card Game;; Medieval;; Territory Building,Area Majority / Influence;; Closed Drafting;; Hand Management;; Trick-taking,90,3,5,14,2.4615,Brian Boru: High King of Ireland,2021,2680,6.702,7.59
179172,thematic;; strategygames,Card Game;; City Building;; Economic;; Print & Play,Hand Management;; Income;; Loans;; Open Drafting;; Set Collection;; Take That;; Turn Order: Progressive,125,2,5,14,2.7345,Unfair,2017,4641,6.702,7.33
217780,strategygames,Ancient;; Civilization,Action Drafting;; Action Points;; Open Drafting;; Set Collection;; Turn Order: Claim Action,90,1,4,12,3.1515,Gentes,2017,3289,6.702,7.42
1035,wargames,Wargame;; World War II,Critical Hits and Failures;; Dice Rolling;; Events;; Grid Movement;; Hexagon Grid;; Line of Sight;; Modular Board;; Movement Points;; Ratio / Combat Results Table;; Scenario / Mission / Campaign Game;; Simulation;; Variable Set-up,60,2,2,14,4.0336,Squad Leader,1977,3372,6.702,7.54
181687,familygames,Economic,End Game Bonuses;; Income;; Open Drafting;; Simulation;; Solo / Solitaire Game;; Turn Order: Stat-Based;; Variable Player Powers;; Worker Placement,90,1,4,12,2.4962,The Pursuit of Happiness,2015,5088,6.701,7.17
161417,familygames,Card Game;; Number,Hand Management;; Player Elimination;; Score-and-Reset Game;; Set Collection,30,2,4,9,1.6916,Red7,2014,15185,6.701,6.88
12002,strategygames,Card Game;; Economic,Action Points;; Contracts;; Hand Management;; Set Collection;; Take That,45,2,2,12,2.0713,Jambo,2004,8236,6.7,7.0
321608,strategygames,Economic;; Educational;; Political,Action/Event;; Hand Management;; Simulation;; Variable Player Powers;; Voting,180,2,4,14,4.0503,Hegemony: Lead Your Class to Victory,2023,1362,6.698,8.61
197443,familygames,Bluffing;; Card Game;; Deduction;; Number;; Spies/Secret Agents,Hand Management;; Hidden Movement;; Memory;; Secret Unit Deployment,20,2,2,10,1.6667,Fugitive,2017,5016,6.697,7.17
191051,strategygames,Science Fiction,"Area Movement;; Events;; Set Collection;; Take That;; Variable Set-up;; Worker Placement;; Worker Placement, Different Worker Types",110,2,4,14,3.0067,Outlive,2017,4371,6.697,7.31
156566,strategygames,Fantasy,Action Queue;; Area Majority / Influence;; Pick-up and Deliver;; Point to Point Movement;; Programmed Movement;; Simultaneous Action Selection,90,3,5,14,2.648,Lords of Xidit,2014,6039,6.697,7.1
194879,strategygames,Bluffing;; Card Game;; Deduction;; Science Fiction,"Deck, Bag, and Pool Building;; Hand Management;; Race;; Simultaneous Action Selection;; Team-Based Game",45,2,7,10,1.9851,Not Alone,2016,10175,6.697,6.98
