gameid,gametype,category,mechanic,designer,artist,playingtime,minplayers,maxplayers,minage,weight,urlpic,title,year,num_voters,geek_rating,avg_rating
2453,abstracts,Abstract Strategy;; Territory Building,Enclosure;; Grid Coverage;; Hand Management;; Tile Placement,Bernard Tavitian,Alan D. Hoch,20,2,4,7,1.7515,https://cf.geekdo-images.com/96YA5wUJDxtPkmPxemr5Qg__original/img/sdX6o0TZpXjsDMw071k2P80wpYw=/0x0/filters:format(jpeg)/pic2197702.jpg,Blokus,2000,26074,6.723,6.86
586,wargames,Card Game;; Wargame;; World War II,Campaign / Battle Card Driven;; Hand Management;; Relative Movement;; Simulation;; Variable Player Powers,Courtney F. Allen,Charles Kibler;; Rodger B. MacGowan,60,2,2,12,0,https://cf.geekdo-images.com/WL-MadX53E3tvRul68pfFA__original/img/HZX8d-qcgaYdNqEwlf6oHjVY4RQ=/0x0/filters:format(jpeg)/pic933161.jpg,Up Front,1983,2246,6.722,7.88
244608,familygames,Action / Dexterity;; Fantasy,Cooperative Game;; Physical Removal;; Stacking and Balancing,Oliver Richtberg,Sébastien Caiveau,60,1,4,8,1.6379,https://cf.geekdo-images.com/qRwLtZZDhIT1wPD8qjCEUA__original/img/DWcprkKsOtSABH4zfsuD_LI26G0=/0x0/filters:format(jpeg)/pic3944407.jpg,Menara,2018,3320,6.721,7.45
170416,thematic;; strategygames,Adventure;; Exploration;; Fantasy;; Print & Play,Action Points;; Dice Rolling;; Grid Movement;; Hand Management;; Modular Board;; Pieces as Map;; Role Playing;; Secret Unit Deployment;; Tile Placement;; Variable Player Powers,Patrick Leder;; David Somerville,Kyle Ferrin,75,1,5,10,0,https://cf.geekdo-images.com/CeXtELC0X1xjwuend_7pTg__original/img/y-f2dDCvwurzjcgFPbkj00CbXN8=/0x0/filters:format(jpeg)/pic2962290.jpg,Vast: The Crystal Caverns,2016,6728,6.72,7.13
36235,abstracts,Abstract Strategy;; Medieval,Grid Movement;; Pattern Movement;; Square Grid;; Tile Placement,Jeremy Holcomb;; Stephen McLaughlin,Matt Heerdt,30,2,2,13,0,https://cf.geekdo-images.com/dDFcB5lodNZxzxfWsTJtUg__original/img/bTgwyvsMbY9BvI-J7JHK6DrUpPw=/0x0/filters:format(jpeg)/pic1688903.jpg,The Duke,2013,4100,6.72,7.34
204516,wargames,Educational;; Medieval;; Miniatures;; Wargame,Area Majority / Influence;; Area Movement;; Campaign / Battle Card Driven;; Command Cards;; Dice Rolling;; Die Icon Resolution;; Events;; Simulation;; Sudden Death Ending;; Team-Based Game;; Turn Order: Random;; Variable Player Powers;; Variable Set-up,Beau Beckett;; Dave Kimmel;; Jeph Stahl,Allan Ball;; Jarek Nocoń;; Steve Paschal,120,2,4,12,0,https://cf.geekdo-images.com/YjEcFRuLQ_fpm-00u0DIQA__original/img/JUbzEvwZs65nOjhDGQPqpIJI84s=/0x0/filters:format(jpeg)/pic6421377.jpg,878 Vikings: Invasions of England,2017,3226,6.72,7.51
326494,thematic;; familygames,Medieval,Cooperative Game;; Scenario / Mission / Campaign Game;; Storytelling,Michael Menzel,Michael Menzel,60,2,4,10,1.8319,https://cf.geekdo-images.com/QOCGlQyx_HU0nG1oRpeGVg__original/img/a40j-7veyRu5TOG3cr-BjF9Y9aA=/0x0/filters:format(jpeg)/pic6220819.jpg,The Adventures of Robin Hood,2021,3006,6.72,7.57
40628,familygames,Economic;; Farming,Contracts;; Mancala;; Once-Per-Game Abilities;; Rondel;; Set Collection,Wolfgang Sentker;; Ralf zur Linde,Franz Vohwinkel,45,2,4,10,2.0745,https://cf.geekdo-images.com/s7vrRsQNIG5FXcOaKDj6QQ__original/img/bFpnBmvnhM3Kk49s_QQHuYwQ8DQ=/0x0/filters:format(jpeg)/pic433784.jpg,Finca,2009,7264,6.719,7.07
328479,familygames,Ancient;; Animals;; Card Game;; Environmental;; Fantasy;; Mythology;; Territory Building,Deck Bag and Pool Building;; Push Your Luck;; Race;; Simultaneous Action Selection;; Tile Placement,Aske Christiansen,Apolline Etienne,40,1,4,10,2.2069,https://cf.geekdo-images.com/fPhdfZX9UTLr4-SVgK0zoQ__original/img/ZPdxDPt1jSRQMNnVgn-qIPhNv0E=/0x0/filters:format(jpeg)/pic5899025.jpg,Living Forest,2021,4410,6.719,7.31
284777,strategygames,Animals;; Card Game;; Fantasy;; Fighting;; Movies / TV / Radio theme,Action Points;; Card Play Conflict Resolution;; Hand Management;; Line of Sight;; Point to Point Movement;; Take That;; Variable Player Powers,Rob Daviau;; Justin D. Jacobson,Oliver Barrett,40,2,2,14,1.9565,https://cf.geekdo-images.com/qCMsj-DHIvGcynErPfiClQ__original/img/Pzl6PGk03m0SLKGObrtie3P-LHw=/0x0/filters:format(jpeg)/pic4854152.jpg,Unmatched: Jurassic Park – InGen vs Raptors,2020,1837,6.719,8.12
256570,strategygames,Economic;; Medieval,Action Queue;; Contracts;; Events;; Hand Management;; Highest-Lowest Scoring;; Modular Board;; Rondel;; Solo / Solitaire Game;; Worker Placement,Benjamin Schwer,Dennis Lohausen,75,1,4,12,0,https://cf.geekdo-images.com/fbpFsvwOHlm35p215DXMMg__original/img/vssfilc2Za5P83J9xulHw6I53rU=/0x0/filters:format(jpeg)/pic7415514.jpg,Crown of Emara,2018,3481,6.718,7.41
230244,strategygames,Science Fiction;; Space Exploration,Bias;; Dice Rolling;; Hand Management;; Map Addition;; Map Reduction;; Slide/Push;; Solo / Solitaire Game;; Tile Placement;; Variable Set-up;; Worker Placement with Dice Workers,Sébastien Dujardin;; Xavier Georges;; Alain Orban,Sébastien Dujardin;; Xavier Georges;; Ian O'Toole;; Alain Orban,120,1,4,12,0,https://cf.geekdo-images.com/UsG5d8U0wGFJLKctASkWTQ__original/img/S3zJjTPUEcFv3gSXnWU8JfUcaCw=/0x0/filters:format(jpeg)/pic4830520.jpg,Black Angel,2019,4461,6.718,7.28
203417,thematic;; familygames,Deduction;; Puzzle;; Real-time,Cooperative Game,Inka Brand;; Markus Brand,Silvia Christoph;; Michaela Kienle;; Franz Vohwinkel,150,1,6,12,0,https://cf.geekdo-images.com/3c1Wy_dXjVZ8Fpytyf9UvQ__original/img/sAMsCqIli73aTRtMJhbaYjOeucI=/0x0/filters:format(jpeg)/pic3332425.jpg,Exit: The Game – The Secret Lab,2016,6704,6.716,7.07
137988,thematic,Horror;; Miniatures;; Zombies,Action Points;; Cooperative Game;; Dice Rolling;; Hand Management;; Modular Board;; Variable Player Powers,Raphaël Guiton;; Jean-Baptiste Lullien;; Nicolas Raoult,Nicolas Fructus;; Édouard Guiton;; Mathieu Harlaut,60,1,6,13,0,https://cf.geekdo-images.com/bV7_KecPk-fONtD80L-rLA__original/img/j5mYIkVqflkZRRT45KQYg4glZks=/0x0/filters:format(jpeg)/pic1805937.jpg,Zombicide Season 2: Prison Outbreak,2013,4651,6.716,7.36
251678,familygames,Dice;; Trains,Bingo;; Connections;; Dice Rolling;; Line Drawing;; Network and Route Building;; Paper-and-Pencil,Hjalmar Hach;; Lorenzo Silva,Marta Tranquilli,30,1,6,8,1.4646,https://cf.geekdo-images.com/eNgD_0WGHeO9fPCpgTOBrQ__original/img/oHGao7oKpWzQA6-j842d6WoPM1I=/0x0/filters:format(png)/pic4118864.png,Railroad Ink: Blazing Red Edition,2018,6407,6.715,7.11
45,partygames;; familygames,Children's Game;; Movies / TV / Radio theme;; Party Game,Betting and Bluffing;; Dice Rolling;; Player Elimination,Richard Borg,Rita Åse;; Bildgården AB;; Design Edge;; H.P. Hoff;; Martin Lodewijk;; Thierry Masson;; Heinz Grafische Werke;; Ron Zalme,30,2,6,8,1.2587,https://cf.geekdo-images.com/UCiGSoCqbOsXS8JzZZC_SA__original/img/wjGWTdm1oFcxipprcBZT9_OZYRc=/0x0/filters:format(png)/pic3949242.png,Perudo,1800,14396,6.712,6.91
171273,familygames,Action / Dexterity;; Dice;; Real-time;; Science Fiction,Cooperative Game;; Dice Rolling;; Die Icon Resolution;; Elapsed Real Time Ending;; Open Drafting;; Pattern Building;; Real-Time;; Solo / Solitaire Game,Kane Klenko,Hokunin;; Chris Ostrowski;; Sean Thurlow,10,1,5,10,1.6564,https://cf.geekdo-images.com/e0gGDOnCd80fv_bp_P1Rnw__original/img/t66yGw5BzcunTEsLgfnSnfcB__o=/0x0/filters:format(jpeg)/pic2884287.jpg,FUSE,2015,8380,6.711,7.02
306881,familygames,Dice;; Trains,Dice Rolling;; Line Drawing;; Network and Route Building;; Paper-and-Pencil;; Solo / Solitaire Game,Hjalmar Hach;; Lorenzo Silva,Marta Tranquilli,30,1,4,8,0,https://cf.geekdo-images.com/SOSOn5ningJ66cE1CBJlyQ__original/img/OfkxR1fw4gYu-Sn-i7T_UCPr1II=/0x0/filters:format(jpeg)/pic5350593.jpg,Railroad Ink Challenge: Lush Green Edition,2021,2421,6.71,7.69
51,abstracts,Abstract Strategy;; Maze;; Puzzle;; Real-time,Grid Movement;; Modular Board;; Real-Time;; Square Grid;; Turn Order: Stat-Based;; Variable Set-up,Alex Randolph,Franz Vohwinkel,30,1,99,10,0,https://cf.geekdo-images.com/3qg1xTP7ZZiu8OolGBYJ1w__original/img/wkfYHdMR_P05Mat4oTHa9cmRNCA=/0x0/filters:format(jpeg)/pic1766273.jpg,Ricochet Robots,1999,8817,6.709,7.02
131287,strategygames,Economic;; Nautical;; Transportation,Area Majority / Influence;; Dice Rolling;; Moving Multiple Units;; Pick-up and Deliver;; Point to Point Movement;; Slide/Push;; Stock Holding;; Worker Placement,Gil d'Orey;; Nuno Bizarro Sentieiro;; Paulo Soledade,Filipe Alves;; Gil d'Orey,120,2,4,12,3.7388,https://cf.geekdo-images.com/DjHtKvuSHMdYslgNFyzw1w__original/img/VopILYltj9H--2JkBn2o7Sms-ps=/0x0/filters:format(png)/pic1786212.png,Panamax,2014,3939,6.709,7.3
307305,familygames,Fighting;; Puzzle;; Real-time;; Science Fiction,Cooperative Game;; Pattern Building;; Push Your Luck;; Real-Time;; Solo / Solitaire Game;; Variable Player Powers,Joshua Van Laningham,Collateral Damage Studios;; Sebastian Koziner;; Usanekorin;; Davy Wagnarok,20,1,4,13,2.1129,https://cf.geekdo-images.com/315gnIdET7dlQ_fASt8p0w__original/img/X2MDGNIMouqDtC6617rzlxW5LDw=/0x0/filters:format(jpeg)/pic6007944.jpg,Bullet♥︎,2021,2544,6.709,7.68
160499,familygames,Dice;; Fighting;; Movies / TV / Radio theme;; Science Fiction,Dice Rolling;; Die Icon Resolution;; King of the Hill;; Open Drafting;; Player Elimination;; Push Your Luck;; Re-rolling and Locking;; Tags;; Take That,Richard Garfield,Sébastien Lamirand;; Igor Polouchine;; Régis Torres;; Alexey Yakovlev,40,2,6,10,1.8571,https://cf.geekdo-images.com/FGekxht_r5xqt8oSmQ9HZg__original/img/b5zgGvja0Qpte-Jqb5baQNWuG3c=/0x0/filters:format(jpeg)/pic2407103.jpg,King of New York,2014,16006,6.709,6.9
198830,wargames;; strategygames,Exploration;; Fantasy;; Fighting;; Miniatures;; Wargame,Action Points;; Area Majority / Influence;; Card Play Conflict Resolution;; Follow;; Take That;; Variable Player Powers;; Worker Placement,Scott Almes,Chad Hoverter;; Adam P. McIver;; Ian Rosenthaler,180,1,4,14,3.3093,https://cf.geekdo-images.com/MAIDRapFcDC08pmZIBM7EQ__original/img/1VJvbDK3JasY0jizxQpBx0dM-Qc=/0x0/filters:format(png)/pic3315057.png,"Heroes of Land, Air & Sea",2018,2943,6.708,7.6
237179,strategygames,Science Fiction,Action Points;; Set Collection;; Tile Placement;; Worker Placement,Vital Lacerda,Ian O'Toole,150,2,4,14,0,https://cf.geekdo-images.com/E8qBDKe39KEFMo-LhTNDQQ__original/img/vDkGNR7MpOCxeuJFKs201FpybRU=/0x0/filters:format(jpeg)/pic6333980.jpg,Weather Machine,2022,2195,6.708,7.9
218121,strategygames;; familygames,Dice;; Medical,Action Drafting;; Action Points;; Dice Rolling;; Hexagon Grid;; I Cut You Choose;; Modular Board;; Solo / Solitaire Game;; Variable Phase Order,Stan Kordonskiy;; Mike Nudd,Sebastian Koziner;; Sabrina Miramon,90,1,4,10,2.3231,https://cf.geekdo-images.com/V6m5SH45BlP6t7-HuGWA-w__original/img/b3B7VSa1WYqfIZhuAj1ClZM9GFg=/0x0/filters:format(jpeg)/pic3562670.jpg,Dice Hospital,2018,5747,6.706,7.14
26997,wargames;; strategygames,Modern Warfare;; Political;; Wargame,Area Majority / Influence;; Campaign / Battle Card Driven;; Dice Rolling;; Events;; Hand Management;; Simulation,Jason Matthews;; Ted Torgerson,Donal Hegarty;; Paweł Kurowski;; Rodger B. MacGowan;; Leland Myrick;; Mark Simonitch,150,2,2,12,0,https://cf.geekdo-images.com/OvhsKPiEWV-GbSRkrxnBGQ__original/img/w7uKFrdeT8ZQz8_lnHIbWn3M_28=/0x0/filters:format(jpeg)/pic5281358.jpg,1989: Dawn of Freedom,2012,2250,6.705,7.78
91872,thematic,Adventure;; Exploration;; Fantasy;; Fighting;; Miniatures;; Novel-based,Cooperative Game;; Dice Rolling;; Grid Movement;; Modular Board;; Role Playing;; Solo / Solitaire Game;; Variable Player Powers,Peter Lee,Jason Engle;; Steve Prescott,60,1,5,12,0,https://cf.geekdo-images.com/pcdCF6fDsqrQlzWtOM-Xkw__original/img/IyIjn-lNfWL-Qx8UNK35Zje1Xlg=/0x0/filters:format(jpeg)/pic994268.jpg,Dungeons & Dragons: The Legend of Drizzt Board Game,2011,6228,6.704,7.22
276498,abstracts,Abstract Strategy;; Puzzle;; Territory Building,Action Drafting;; Area Majority / Influence;; Grid Coverage;; Layering;; Open Drafting;; Square Grid;; Tile Placement,Jose Antonio Abascal Acebo,Oriol Hernández,30,2,2,8,0,https://cf.geekdo-images.com/6mIsd0NbfluAAZxwS-3P8Q__original/img/NB6DNhFOUVEcrF-FcjSBBTLcU6Y=/0x0/filters:format(jpeg)/pic4664437.jpg,Paris: La Cité de la Lumière,2019,4068,6.704,7.33
110277,strategygames,Card Game;; City Building;; Science Fiction,Closed Drafting;; Open Drafting;; Simultaneous Action Selection;; Tile Placement;; Variable Player Powers,Vangelis Bagiartakis,Antonis Papantoniou;; Odysseas Stamoglou;; Rafał Szyma,30,2,4,12,0,https://cf.geekdo-images.com/xM5-XAyoh7NwuVoguwgEsQ__original/img/JJ3gcJBHOc0-ca-Hq73wYvZRZxk=/0x0/filters:format(jpeg)/pic2037906.jpg,Among the Stars,2012,7111,6.704,7.04
252153,strategygames;; familygames,Environmental,Line of Sight;; Open Drafting;; Set Collection;; Solo / Solitaire Game;; Tile Placement;; Variable Player Powers,Francesco Testini;; Pierluca Zizzi,Matthew Mizak,60,1,4,14,2.6055,https://cf.geekdo-images.com/FmElPbRBjK5RmrAC9so5Gw__original/img/oZvUwcb2HsJHq8RfZ9UucPrfC-8=/0x0/filters:format(png)/pic4109518.png,Tang Garden,2019,3741,6.703,7.4
337765,strategygames,Card Game;; Medieval;; Territory Building,Area Majority / Influence;; Closed Drafting;; Hand Management;; Trick-taking,Peer Sylvester,Deirdre de Barra,90,3,5,14,2.4557,https://cf.geekdo-images.com/S-Ro5X2B6x2V6bana2f0fA__original/img/m09hR2xEAKWjfYuJge5vWOnqJCA=/0x0/filters:format(jpeg)/pic6149105.jpg,Brian Boru: High King of Ireland,2021,2686,6.702,7.58
179172,thematic;; strategygames,Card Game;; City Building;; Economic;; Print & Play,Hand Management;; Income;; Loans;; Open Drafting;; Set Collection;; Take That;; Turn Order: Progressive,Joel Finch,Troy Caban;; Nicole Castles;; Lina Cossette;; David Forest;; Philippe Poirier,125,2,5,14,2.7345,https://cf.geekdo-images.com/RQvdby3WmdROu05YFuxnqQ__original/img/zgL01zlTKSpbIgW5R3vzAJBaJlU=/0x0/filters:format(jpeg)/pic4717882.jpg,Unfair,2017,4645,6.702,7.33
217780,strategygames,Ancient;; Civilization,Action Drafting;; Action Points;; Open Drafting;; Set Collection;; Turn Order: Claim Action,Stefan Risthaus,Harald Lieske;; Adam P. McIver,90,1,4,12,3.1515,https://cf.geekdo-images.com/PUF7QgKx50WOVuB0tEHLaw__original/img/G5V_oz5FazS_wipaJnFmQ0HiT8Y=/0x0/filters:format(jpeg)/pic3338929.jpg,Gentes,2017,3290,6.702,7.42
181687,familygames,Economic,End Game Bonuses;; Income;; Open Drafting;; Simulation;; Solo / Solitaire Game;; Turn Order: Stat-Based;; Variable Player Powers;; Worker Placement,Adrian Abela;; David Chircop,Panayiotis Lyris,90,1,4,12,2.4962,https://cf.geekdo-images.com/RpUStaAwneWPT_JQJpAb1Q__original/img/-v7vEfHCJptqJSMPeNOf5ovy5zY=/0x0/filters:format(jpeg)/pic2853682.jpg,The Pursuit of Happiness,2015,5090,6.702,7.17
1035,wargames,Wargame;; World War II,Critical Hits and Failures;; Dice Rolling;; Events;; Grid Movement;; Hexagon Grid;; Line of Sight;; Modular Board;; Movement Points;; Ratio / Combat Results Table;; Scenario / Mission / Campaign Game;; Simulation;; Variable Set-up,John Hill (I),Richard Hamblen;; Rodger B. MacGowan;; W. Scott Moores,60,2,2,14,4.0336,https://cf.geekdo-images.com/jj6tUJH0tQPCEuCjAhioMA__original/img/iDJernkVQTY21VO8NIiLqRpgL34=/0x0/filters:format(jpeg)/pic232451.jpg,Squad Leader,1977,3372,6.702,7.54
161417,familygames,Card Game;; Number,Hand Management;; Player Elimination;; Score-and-Reset Game;; Set Collection,Carl Chudyk;; Chris Cieslik,Alanna Cervenak,30,2,4,9,1.6916,https://cf.geekdo-images.com/7zH6Kt5ebWEixjDGmHweNA__original/img/fABY4SjThfxj2NO1SL_G_FzbX7M=/0x0/filters:format(png)/pic2247258.png,Red7,2014,15187,6.701,6.88
321608,strategygames,Economic;; Educational;; Political,Action/Event;; Hand Management;; Simulation;; Variable Player Powers;; Voting,Vangelis Bagiartakis;; Varnavas Timotheou,Jakub Skop,180,2,4,14,4.0608,https://cf.geekdo-images.com/DCLgJlrvB-EqL6A3WgQLMQ__original/img/vGpYcxjDBCOVcI0BcWOevspTQMQ=/0x0/filters:format(jpeg)/pic5715770.jpg,Hegemony: Lead Your Class to Victory,2023,1369,6.7,8.61
12002,strategygames,Card Game;; Economic,Action Points;; Contracts;; Hand Management;; Set Collection;; Take That,Rüdiger Dorn,Michael Menzel,45,2,2,12,2.0713,https://cf.geekdo-images.com/ZHpHR-6b7ZjQ97mulBg2fg__original/img/4C2Lj2LKIoyxw53ra48q6uSeg2s=/0x0/filters:format(jpeg)/pic253740.jpg,Jambo,2004,8237,6.7,6.99
197443,familygames,Bluffing;; Card Game;; Deduction;; Number;; Spies/Secret Agents,Hand Management;; Hidden Movement;; Memory;; Secret Unit Deployment,Tim Fowers,Ryan Goldsberry,20,2,2,10,0,https://cf.geekdo-images.com/Jeukp3NUs-u6i3SuF-yE4A__original/img/X8-dbZ1EzlwOUAe3CuwKBRztTMY=/0x0/filters:format(png)/pic3481216.png,Fugitive,2017,5016,6.697,7.17
191051,strategygames,Science Fiction,Area Movement;; Events;; Set Collection;; Take That;; Variable Set-up;; Worker Placement;; Worker Placement Different Worker Types,Grégory Oliver,Miguel Coimbra;; Michael Jenkins,110,2,4,14,3.0067,https://cf.geekdo-images.com/EMl8sVObQQmJFiZJnwfrXw__original/img/cGXOJgA-z2ruggJMwvsUpZNjAaQ=/0x0/filters:format(jpeg)/pic3021719.jpg,Outlive,2017,4371,6.697,7.31
156566,strategygames,Fantasy,Action Queue;; Area Majority / Influence;; Pick-up and Deliver;; Point to Point Movement;; Programmed Movement;; Simultaneous Action Selection,Régis Bonnessée,Xavier Gueniffey Durin;; Stéphane Gantiez,90,3,5,14,0,https://cf.geekdo-images.com/KluVg27eXcpbH-_lUWgyKA__original/img/uRRKZ84K05gFSvffYPWRAFqazXI=/0x0/filters:format(jpeg)/pic2074460.jpg,Lords of Xidit,2014,6038,6.697,7.1
194879,strategygames,Bluffing;; Card Game;; Deduction;; Science Fiction,Deck Bag and Pool Building;; Hand Management;; Race;; Simultaneous Action Selection;; Team-Based Game,Ghislain Masson,Sébastien Caiveau,45,2,7,10,1.9851,https://cf.geekdo-images.com/2nPAI9x1rOjj2fq30qRFvQ__original/img/Sc9SmhfC5cLiDdXeY9HOQphCKcQ=/0x0/filters:format(jpeg)/pic3118416.jpg,Not Alone,2016,10177,6.696,6.98
30957,strategygames,Ancient;; Political,Auction/Bidding;; Hand Management;; Open Drafting;; Set Collection;; Sudden Death Ending;; Worker Placement,Karl-Heinz Schmiel,Jochen Eeuwyk,120,2,5,12,0,https://cf.geekdo-images.com/4M-gGQVY5MOtrOkkV8P6fQ__original/img/J8VHW_g2gEhiBt0W_efsALkt35E=/0x0/filters:format(jpeg)/pic413081.jpg,Tribune: Primus Inter Pares,2007,4599,6.695,7.22
218479,strategygames,Fantasy,Action Points;; Area Majority / Influence;; Cooperative Game;; Deck Construction;; Hand Management;; Point to Point Movement;; Team-Based Game;; Variable Player Powers,Richard Amann;; Viktor Peter;; István Pócsi;; Frigyes Schőberl,Pedro A. Alberto;; Toby Allen;; Villő Farkas;; Jamie Sichel,120,1,4,14,4.3469,https://cf.geekdo-images.com/xZ6CZ8_J4CEwR7TT8_3hKw__original/img/7Ni8b05mJH5CcKoFVbRlYrOnR1g=/0x0/filters:format(png)/pic3568532.png,Cerebria: The Inside World,2018,2441,6.695,7.77
346703,familygames,Ancient,Open Drafting;; Set Collection;; Variable Player Powers,Antoine Bauza,Etienne Hebinger,25,2,7,8,1.3359,https://cf.geekdo-images.com/BGtYtHbLgYhYyNMoyOm1RA__original/img/05P7xaW8B4ueCvItryBjO5wVA5s=/0x0/filters:format(jpeg)/pic7416525.jpg,7 Wonders: Architects,2021,7574,6.694,7.04
15512,familygames,Adventure;; Bluffing;; Exploration,Move Through Deck;; Push Your Luck;; Score-and-Reset Game;; Simultaneous Action Selection,Bruno Faidutti;; Alan R. Moon,Jörg Asselborn;; Matthias Catrein;; Robert Islas;; Prapach Lapamnuaysap;; Paul Mafayon;; Claus Stephan;; Christof Tisch,30,3,8,8,1.1107,https://cf.geekdo-images.com/GueRjF-4bGb2kiK6oTFBDA__original/img/qg_C_oTM0v161CNN4IvC2RZCImY=/0x0/filters:format(jpeg)/pic4195192.jpg,Incan Gold,2005,20093,6.694,6.83
79127,thematic,Fighting;; Miniatures;; Movies / TV / Radio theme;; Science Fiction;; Space Exploration,Action Points;; Dice Rolling;; Hexagon Grid;; Modular Board;; Tile Placement,Mike Elliott;; Bryan Kinsella;; Ethan Pasternack,,120,2,4,14,3.0598,https://cf.geekdo-images.com/UqnetX2v84p9ZMpzB8GiDw__original/img/k-fnWjc0-WfowMr8nNeGZfbWCcQ=/0x0/filters:format(jpeg)/pic1081488.jpg,Star Trek: Fleet Captains,2011,3289,6.694,7.48
30645,strategygames,Negotiation;; Political;; Territory Building,Area Majority / Influence;; Auction/Bidding;; Auction: Sealed Bid;; Catch the Leader;; Variable Player Powers,Doug Eckhart,Peter Dennis,90,3,5,12,2.7783,https://cf.geekdo-images.com/Oesqx8u3Wuwa0S1JcsQREg__original/img/xQZOU1cbg0fU68uKoyQGt3zyfA8=/0x0/filters:format(png)/pic5585780.png,Tammany Hall,2007,4048,6.693,7.29
117915,thematic;; strategygames,Medieval,Action Queue;; Auction/Bidding;; Hand Management;; Map Deformation;; Set Collection;; Worker Placement,Thomas Vande Ginste;; Wolf Plancke,Franz Vohwinkel,180,2,5,14,0,https://cf.geekdo-images.com/jdBgNHtZ5TXAq4jXvN7XyQ__original/img/tUiwp3vNcvSrf7SzmZZq557YjRc=/0x0/filters:format(jpeg)/pic1633240.jpg,Yedo,2012,3746,6.692,7.36
348450,strategygames,Music,Area Majority / Influence;; Deck Bag and Pool Building;; End Game Bonuses;; Movement Points;; Open Drafting,Gerard Ascensi;; Ferran Renalias,Jared Blando;; Enrique Corominas,90,1,4,14,3.1462,https://cf.geekdo-images.com/0aS85HPSKKGHGVvWQEEZew__original/img/Ww2bs-arDFMqVhte3VOtmGlq_SQ=/0x0/filters:format(jpeg)/pic6795274.jpg,Lacrimosa,2022,2095,6.691,7.83
175117,familygames,Adventure;; Aviation / Flight;; Card Game;; Fantasy,Betting and Bluffing;; Dice Rolling;; Hidden Victory Points;; Push Your Luck,Aaron Weissblum,Gaetan Noir,30,2,6,8,1.3268,https://cf.geekdo-images.com/8kl6m6m_unthBPw9SxoDQQ__original/img/FtecAcFxPelZCfbWhZlo85uF2Rg=/0x0/filters:format(png)/pic6973677.png,Celestia,2015,10617,6.689,6.95
179275,thematic,Card Game;; Dice;; Fantasy;; Print & Play,Cooperative Game;; Deck Bag and Pool Building;; Dice Rolling;; Melding and Splaying;; Move Through Deck;; Solo / Solitaire Game;; Stat Check Resolution;; Variable Player Powers,Chris Cieslik,Alanna Cervenak;; Will Pitzer,45,1,2,14,2.0612,https://cf.geekdo-images.com/quvyGpE7kwbd2Mt1H5iLwQ__original/img/pjwQVzsCHiXg8qFTZpVoJYx6SOE=/0x0/filters:format(jpeg)/pic3019101.jpg,One Deck Dungeon,2016,10621,6.689,6.97
238799,strategygames,Economic;; Medical;; Medieval,Grid Movement;; Income;; Modular Board;; Track Movement;; Variable Player Powers;; Variable Set-up;; Worker Placement,Raúl Fernández Aparicio;; Vladimír Suchý,Michal Peichl,140,1,4,14,3.5755,https://cf.geekdo-images.com/Pw9TGohEb7PITFJnuq48bQ__original/img/W4JriNN41N9CK2e2pQgmz9Ud9bY=/0x0/filters:format(jpeg)/pic6397342.jpg,Messina 1347,2021,2453,6.689,7.66
41002,strategygames,Nautical;; Renaissance,Push Your Luck;; Tile Placement;; Turn Order: Claim Action;; Worker Placement,Paolo Mori,Mariano Iannelli,120,2,4,12,0,https://cf.geekdo-images.com/wiMpH9Cr_zIRMdzSdvyLrA__original/img/bmW65H5hdw8bPe_IT9o97YrS-Kg=/0x0/filters:format(jpeg)/pic495883.jpg,Vasco da Gama,2009,4486,6.688,7.22
38996,wargames,Age of Reason;; American Revolutionary War;; Wargame,Area Majority / Influence;; Campaign / Battle Card Driven;; Dice Rolling;; Movement Points;; Point to Point Movement;; Simulation;; Variable Player Powers,Mark Herman,Charles Kibler;; Harald Lieske;; Rodger B. MacGowan;; Mark Simonitch;; John Trumbull,90,2,2,0,0,https://cf.geekdo-images.com/tE5pRqsUWuoRxsutx-w7yA__original/img/t4FUnJ2szAcs_R5lwyLZ9_BMz0I=/0x0/filters:format(jpeg)/pic655136.jpg,Washington's War,2010,2538,6.687,7.62
176165,strategygames;; familygames,Animals;; Card Game;; Fantasy,Auction: Dutch;; Deck Bag and Pool Building;; Dice Rolling;; Hand Management;; Open Drafting;; Race;; Set Collection;; Take That,Sami Laakso,Sami Laakso,30,2,4,10,0,https://cf.geekdo-images.com/mK2jITNJ3vgNWKbliMpErQ__original/img/Klr6u2U7Qq7VkfftF6B2zVeza6E=/0x0/filters:format(jpeg)/pic2772192.jpg,Dale of Merchants,2015,5212,6.687,7.18
163602,thematic,Real-time;; Science Fiction;; Video Game Theme,Cooperative Game;; Dice Rolling;; Hand Management;; Push Your Luck;; Variable Player Powers,Eric M. Lang,,120,1,4,14,0,https://cf.geekdo-images.com/1E7ghRKcegsb941W1QwrOw__original/img/f73J1UFyuBzmOAU8Lt-hy0NkiKs=/0x0/filters:format(jpeg)/pic2247621.jpg,XCOM: The Board Game,2015,8780,6.686,7.01
1465,familygames,Card Game;; Fantasy,Betting and Bluffing;; Hand Management;; Predictive Bid;; Trick-taking,Ken Fisher,Franz Vohwinkel,45,3,6,10,1.7216,https://cf.geekdo-images.com/ygVQlepjPxyg7IizSCM_Tw__original/img/r4yWLAxR7Fj3Rnkry3lzSSObufQ=/0x0/filters:format(jpeg)/pic5948.jpg,Wizard,1984,10594,6.686,6.95
